utterance,response,speaker,responder,error,age,overreg,response_time,utterance_time,past_tense,plural,ul,error_type,rl
thought I lost that,one with Marmite,CHI,MOT,FALSE,34,FALSE,-1.3339999999998327,1.3350000000000364,TRUE,FALSE,4,no error,3
ostrich done a poo in his nappie,no,CHI,MOT,TRUE,34,FALSE,0.16300000000001091,2.90199999999993,TRUE,FALSE,7,other error,1
here's his wheels on his on his post vans,oh you can see the wheels on his post van,CHI,MOT,TRUE,34,FALSE,0.20899999999983265,3.785000000000082,FALSE,TRUE,10,other error,10
I bumped in a big chair like a dog poo,oh Thomas,CHI,MOT,FALSE,34,FALSE,0.2439999999999145,3.7029999999999745,TRUE,FALSE,10,no error,2
munching on two packets,oh I know I know what you mean,CHI,MOT,FALSE,34,FALSE,-2.4719999999997526,2.4839999999999236,FALSE,TRUE,4,no error,8
xxx letters,Thomas you're not having any sweets,CHI,MOT,FALSE,34,FALSE,0.6390000000001237,2.8789999999999054,FALSE,TRUE,2,no error,7
it got flags on,it got flags on it,CHI,MOT,FALSE,34,FALSE,0.5219999999999914,1.5670000000000073,TRUE,FALSE,4,no error,5
in my eyes,it's xxx,CHI,MOT,FALSE,34,FALSE,-1.2999999999999972,1.2999999999999972,FALSE,TRUE,3,no error,3
my van's called su suit an my wheels,is it,CHI,MOT,FALSE,34,FALSE,0.3369999999999891,2.879000000000019,TRUE,FALSE,9,no error,2
where's the baby called,oh no,CHI,MOT,FALSE,34,FALSE,1.393000000000029,1.8420000000000982,TRUE,FALSE,5,no error,2
you have got some more,I know,CHI,MOT,TRUE,34,FALSE,-0.06500000000005457,1.8340000000002874,TRUE,FALSE,5,other error,2
Mummy eat my crisps,oh darling I haven't eaten your crisps,CHI,MOT,FALSE,34,FALSE,0.04000000000041837,2.881999999999607,FALSE,TRUE,4,no error,8
no that's no that's Humpty_Dumpty sat on a wall,that's not Dumpty,CHI,MOT,FALSE,34,FALSE,-0.12200000000029831,3.1820000000002437,TRUE,FALSE,12,no error,4
no that's no that's Humpty_Dumpty sat on a wall,it's not it's The_Archers,CHI,MOT,FALSE,34,FALSE,-0.7710000000001855,3.3769999999999527,TRUE,FALSE,12,no error,7
and lots,that one,CHI,MOT,FALSE,34,FALSE,-1.5330000000000155,1.5330000000000155,FALSE,TRUE,2,no error,2
an pears,and pears,CHI,MOT,FALSE,34,FALSE,0.19699999999988904,1.5789999999999509,FALSE,TRUE,2,no error,2
ate Pippin all up,what sort of farm was it Thomas,CHI,MOT,FALSE,34,FALSE,0.7720000000000482,1.9039999999999964,TRUE,FALSE,4,no error,7
ate Pippin all up,who ate Pippin,CHI,MOT,FALSE,34,FALSE,0.11599999999998545,1.3700000000000045,TRUE,FALSE,4,no error,3
xxx your leaved it on the station,there been a child left on the the station,CHI,MOT,FALSE,34,FALSE,0.6730000000002292,3.169999999999618,TRUE,FALSE,7,no error,9
I am not finished,well let's well let's just move them over there Thomas,CHI,MOT,TRUE,34,FALSE,-0.6030000000000655,1.5209999999997308,TRUE,FALSE,4,other error,12
yeah lots,oh,CHI,MOT,FALSE,34,FALSE,-1.5440000000000964,1.5440000000000964,FALSE,TRUE,2,no error,1
a put em in the box,okay,CHI,MOT,FALSE,34,FALSE,-0.1510000000000673,2.04300000000012,TRUE,FALSE,6,no error,1
little lives,yes,CHI,MOT,FALSE,34,FALSE,0.5579999999999927,1.300000000000182,FALSE,TRUE,2,no error,1
I need that little little toys,there,CHI,MOT,TRUE,35,FALSE,3.9340000000000828,2.19399999999996,FALSE,TRUE,6,other error,1
I I see this ones,you saw the balloon did you,CHI,MOT,TRUE,35,FALSE,-0.0929999999998472,2.8099999999999454,FALSE,TRUE,5,other error,6
Fireman_Sam got in the kitchen making some sausages,Fireman_Sam is in the kitchen making some sausages,CHI,MOT,TRUE,35,FALSE,0.07000000000016371,5.618999999999687,TRUE,FALSE,9,other error,9
this this this this roller's called making Wellington boots,who's making Wellington boots,CHI,MOT,FALSE,35,FALSE,1.0149999999998727,6.29300000000012,TRUE,FALSE,10,no error,5
no got a shed,we have got a shed,CHI,MOT,FALSE,35,FALSE,0.3020000000000209,1.9039999999999964,TRUE,FALSE,4,no error,5
no need a put biscuits in Purdie's bowl,you want to put some biscuits in Purdie's bowl,CHI,MOT,FALSE,35,FALSE,0.08699999999998909,3.506000000000313,TRUE,TRUE,9,no error,10
they fell over,they fell over,CHI,MOT,FALSE,35,FALSE,-1.1380000000000337,1.2430000000000518,TRUE,FALSE,3,no error,3
I need a be a crocodile on your fingers,oh well can I show it to Dimitra before we carry on being a crocodile,CHI,MOT,FALSE,35,FALSE,-0.17400000000009186,3.0650000000000546,FALSE,TRUE,9,no error,15
it got,it reminds me,CHI,MOT,FALSE,35,FALSE,-0.8940000000000055,0.8940000000000055,TRUE,FALSE,2,no error,3
I crocodile going on my knees,you look like a barber now,CHI,MOT,FALSE,35,FALSE,-1.856999999999971,3.4249999999999545,FALSE,TRUE,6,no error,6
doctor got a funny head up an down,the doctor got a funny head,CHI,MOT,FALSE,35,FALSE,1.1610000000000582,3.37900000000036,TRUE,FALSE,8,no error,6
I getting a thingys rings out,you're getting the rings out are you,CHI,MOT,FALSE,35,FALSE,9.999999997489795e-4,2.450000000000273,FALSE,TRUE,6,no error,8
Thomas broke it,did you pull it off the coat rack,CHI,MOT,FALSE,35,FALSE,0.24299999999993815,1.3240000000000691,TRUE,FALSE,3,no error,8
wet in my nappie,yes,CHI,MOT,FALSE,35,FALSE,0.17399999999997817,1.625,TRUE,FALSE,4,no error,1
wet,it's square,CHI,MOT,FALSE,35,FALSE,0.48700000000008004,0.5919999999998709,TRUE,FALSE,1,no error,3
two dogs eating apples,two dogs,CHI,MOT,FALSE,35,FALSE,-2.0549999999998363,2.0549999999998363,FALSE,TRUE,4,no error,2
a people say ha,you did bang it loud,CHI,MOT,FALSE,35,FALSE,0.1150000000000091,2.366999999999962,FALSE,TRUE,4,no error,5
yellow pears,yellow pears,CHI,MOT,FALSE,35,FALSE,0.15300000000024738,1.1959999999999127,FALSE,TRUE,2,no error,2
a done a that xxx Postman_Pat,oh well we sang Postman_Pat with Julian,CHI,MOT,FALSE,35,FALSE,0.31199999999989814,4.492999999999938,TRUE,FALSE,7,no error,8
your see a your see ambulance gone siren on,no,CHI,MOT,FALSE,35,FALSE,0.6150000000000091,5.247999999999934,TRUE,FALSE,9,no error,1
I fire fire engine goed out of the fire service,pardon,CHI,MOT,FALSE,35,FALSE,0.6150000000000091,3.947999999999979,TRUE,FALSE,10,no error,1
slips down,it slips down does it,CHI,MOT,FALSE,35,FALSE,0.08199999999987995,1.1960000000003674,FALSE,TRUE,2,no error,5
an sausages,and sausages,CHI,MOT,FALSE,35,FALSE,-0.022999999999683496,1.77599999999984,FALSE,TRUE,2,no error,2
I think a finished it,you think you've finished,CHI,MOT,FALSE,35,FALSE,-0.10400000000004184,2.26400000000001,TRUE,FALSE,5,no error,5
potatoes coming,yes,CHI,MOT,FALSE,35,FALSE,0.03499999999985448,2.1130000000000564,FALSE,TRUE,2,no error,1
dust uh dustbin man Thomas gotten in a self,hello dustbin man Thomas,CHI,MOT,FALSE,35,FALSE,0.8010000000001583,4.329999999999927,TRUE,FALSE,9,no error,4
got Bob_the_Builder,yes,CHI,MOT,FALSE,35,FALSE,0.1510000000000673,1.5899999999999181,TRUE,FALSE,4,no error,1
I got idea,what have you got,CHI,MOT,FALSE,35,FALSE,-0.0929999999998472,1.6949999999999363,TRUE,FALSE,3,no error,4
a snake a snake coming in an out an coming in a tummys,a snake coming in our tummys,CHI,MOT,FALSE,35,FALSE,-1.0099999999997635,3.250999999999749,FALSE,TRUE,13,no error,6
lots a water in your hair,what's in my hair,CHI,MOT,FALSE,35,FALSE,-0.18899999999985084,2.2210000000000036,FALSE,TRUE,6,no error,5
oh where the sausage gone,there it is,CHI,MOT,FALSE,35,FALSE,-0.63799999999992,4.53899999999976,TRUE,FALSE,5,no error,3
I need some sweets,you need some sweets,CHI,MOT,FALSE,35,FALSE,0.43000000000006366,1.34699999999998,FALSE,TRUE,4,no error,4
I got,you got Fireman you have,CHI,MOT,FALSE,35,FALSE,-1.1610000000000582,1.1720000000000255,TRUE,FALSE,2,no error,5
in the trees,teasing the crocodiles,CHI,MOT,FALSE,35,FALSE,-0.028999999999996362,1.5550000000000637,FALSE,TRUE,3,no error,3
along came,along came a crocodile as sneaky as can be,CHI,MOT,FALSE,35,FALSE,-0.8700000000000045,0.8710000000000946,TRUE,FALSE,2,no error,9
buns,hot cross buns,CHI,MOT,FALSE,35,FALSE,0.10900000000037835,0.9059999999999491,FALSE,TRUE,1,no error,3
yellow keys he's back a fallen off,has the back fallen off,CHI,MOT,FALSE,35,FALSE,-2.263999999999669,5.780999999999949,FALSE,TRUE,8,no error,5
feathers,feathers,CHI,MOT,FALSE,35,FALSE,-0.9260000000003856,0.9270000000001346,FALSE,TRUE,1,no error,1
went crash,right,CHI,MOT,FALSE,35,FALSE,1.913000000000011,1.83400000000006,TRUE,FALSE,2,no error,1
and the train not washed out and it crashed Mummy,oh now a crane train crashed into me,CHI,MOT,FALSE,35,FALSE,-1.8689999999996871,6.652999999999793,TRUE,FALSE,10,no error,8
off we went,bumpity bumpity bumpity bump,CHI,MOT,FALSE,35,FALSE,-0.02400000000000091,0.9639999999999986,TRUE,FALSE,3,no error,4
cross buns,and he sang one about a cuckoo didn't he,CHI,MOT,FALSE,35,FALSE,0.4159999999999968,1.4630000000000223,FALSE,TRUE,2,no error,10
Granddad told me like that xxx,Daddy told you what darling,CHI,MOT,FALSE,35,FALSE,-0.023000000000024556,2.937000000000012,TRUE,FALSE,6,no error,5
teeth each day,and be a friend to me,CHI,MOT,FALSE,35,FALSE,-0.5919999999998709,1.20699999999988,FALSE,TRUE,3,no error,6
brush your teeth a day,and be a friend to me,CHI,MOT,FALSE,35,FALSE,-1.6600000000000819,3.3430000000000746,FALSE,TRUE,5,no error,6
and carrots,xxx,CHI,MOT,FALSE,35,FALSE,-1.34699999999998,1.4050000000002,FALSE,TRUE,2,no error,1
she got,oh,CHI,MOT,FALSE,35,FALSE,-0.5799999999999272,0.581000000000131,TRUE,FALSE,2,no error,1
this made delivery,it made a delivery,CHI,MOT,TRUE,36,FALSE,-0.015999999999998238,1.7530000000000001,TRUE,FALSE,3,other error,4
and these tools be my tools,your tools,CHI,MOT,FALSE,36,FALSE,-0.13400000000001455,3.8079999999999927,FALSE,TRUE,6,no error,2
you hold some two ones,I'll hold these two,CHI,MOT,TRUE,36,FALSE,0.012000000000170985,1.7179999999998472,FALSE,TRUE,5,other error,5
the lorry taken it away,what's in here Thomas,CHI,MOT,FALSE,36,FALSE,0.1180000000003929,3.169999999999618,TRUE,FALSE,5,no error,5
I pushed over again,yes,CHI,MOT,TRUE,36,FALSE,0.6390000000001237,1.7989999999999782,TRUE,FALSE,4,other error,1
and the post lorry driven away,must be my birthday,CHI,MOT,TRUE,36,FALSE,0.4329999999999927,2.8089999999997417,TRUE,FALSE,6,other error,4
ah big hugs Fluffy,xxx sunshine,CHI,MOT,FALSE,36,FALSE,-2.9029999999997926,2.9029999999997926,FALSE,TRUE,4,no error,2
the job done,Bob the Builder,CHI,MOT,FALSE,36,FALSE,0.19700000000000273,1.2889999999999873,TRUE,FALSE,3,no error,3
that man put his thing in machine nearly squashed it,oh_gosh,CHI,MOT,TRUE,36,FALSE,0.33600000000001273,3.54099999999994,TRUE,FALSE,10,other error,2
broken fire engine coming on nee_nas,oh,CHI,MOT,FALSE,36,FALSE,0.1790000000000873,3.703999999999951,TRUE,FALSE,7,no error,1
all your saying is Isabelle an Daddy_Rod a Sonia done,you're talking a lot about Daddy_Rod Isabelle and Sonia,CHI,MOT,FALSE,36,FALSE,0.20900000000000318,5.188999999999993,TRUE,FALSE,11,no error,11
I got four,which we don't need now do we,CHI,MOT,FALSE,36,FALSE,0.011999999999943611,1.288000000000011,TRUE,FALSE,3,no error,8
yum yum sweets,Thomas that's not nice,CHI,MOT,FALSE,36,FALSE,2.879000000000019,1.649000000000001,FALSE,TRUE,3,no error,5
lot a lots_of sweets in boxes,mhm,CHI,MOT,FALSE,36,FALSE,-0.1169999999999618,2.1019999999998618,FALSE,TRUE,7,no error,1
Fireman's eyes,you like watching Fireman_Sam but Daddy likes watching the news doesn't he,CHI,MOT,FALSE,36,FALSE,0.20800000000008367,1.4399999999998272,FALSE,TRUE,3,no error,14
get me down a stroke Purdie whiskers,listen,CHI,MOT,FALSE,36,FALSE,-0.6149999999997817,3.18100000000004,FALSE,TRUE,7,no error,1
no no finished,have you finished with your Cornflakes,CHI,MOT,FALSE,36,FALSE,-1.6010000000001128,1.6019999999998618,TRUE,FALSE,3,no error,6
what your eyes called,what are my eyes called,CHI,MOT,FALSE,36,FALSE,0.11100000000033106,2.1709999999998217,TRUE,TRUE,4,no error,5
sweets,Thomas Lastname,CHI,MOT,FALSE,36,FALSE,0.45299999999997453,1.5789999999997235,FALSE,TRUE,1,no error,2
robins going sleep under the under the trees,yes,CHI,MOT,FALSE,36,FALSE,0.10500000000001819,4.040000000000418,FALSE,TRUE,8,no error,1
two ones,yes,CHI,MOT,FALSE,36,FALSE,0.022999999999996135,0.8239999999999981,FALSE,TRUE,2,no error,1
look a crocodiles,yes,CHI,MOT,TRUE,36,FALSE,0.27899999999999636,2.3099999999999454,FALSE,TRUE,3,other error,1
clicks,that makes a lovely noise doesn't it,CHI,MOT,FALSE,36,FALSE,1.9490000000000691,0.9169999999999163,FALSE,TRUE,1,no error,8
dustbin men,we can just hear it can't we,CHI,MOT,FALSE,36,FALSE,2.362000000000023,3.5999999999999943,FALSE,TRUE,2,no error,8
sweets,no,CHI,MOT,FALSE,36,FALSE,0.6150000000000091,1.2420000000000186,FALSE,TRUE,1,no error,1
when the dustbin men have gone have another sweetie,no,CHI,MOT,FALSE,36,FALSE,0.24399999999997135,3.1450000000000387,TRUE,TRUE,9,no error,1
dustbin men,were here on your third birthday will still be here on your twenty first,CHI,MOT,FALSE,36,FALSE,-1.4510000000000218,1.4750000000003638,FALSE,TRUE,2,no error,14
you all wet,xxx,CHI,MOT,FALSE,36,FALSE,-0.3130000000000166,1.335000000000008,TRUE,FALSE,3,no error,1
look I got anything on my hand,xxx,CHI,MOT,TRUE,36,FALSE,-2.480000000000018,3.265999999999849,TRUE,FALSE,7,other error,1
got any more cans,have you got any more cans,CHI,MOT,FALSE,36,FALSE,0.03999999999996362,1.2390000000000327,TRUE,FALSE,4,no error,6
look what I have got my grass,yes,CHI,MOT,TRUE,36,FALSE,0.35999999999989996,1.7050000000001546,TRUE,FALSE,7,other error,1
told you,right Thomas are you going to come and sit with me on the floor,CHI,MOT,FALSE,36,FALSE,1.7719999999999345,0.9400000000000546,TRUE,FALSE,2,no error,14
we picked a pot on the grass,the pot on the grass,CHI,MOT,FALSE,36,FALSE,0.22100000000000364,2.473000000000013,TRUE,FALSE,7,no error,5
two ones,two ones,CHI,MOT,TRUE,36,FALSE,0.1979999999998654,0.7430000000003929,FALSE,TRUE,2,other error,2
two ones,oh two books,CHI,MOT,TRUE,36,FALSE,0,0.5,FALSE,TRUE,2,other error,3
about a lot ones,no no,CHI,MOT,TRUE,36,FALSE,0.057999999999992724,1.1950000000001637,FALSE,TRUE,4,other error,2
and the suits an helmets,and their suits,CHI,MOT,FALSE,36,FALSE,-0.6599999999999682,1.5559999999999263,FALSE,TRUE,5,no error,3
all those crumbs have fallen down,have they,CHI,MOT,FALSE,36,FALSE,-0.1279999999999859,3.0889999999999986,FALSE,TRUE,6,no error,2
Fireman_Sam called it the engine,yes,CHI,MOT,FALSE,36,FALSE,0.7199999999997999,2.6350000000002183,TRUE,FALSE,6,no error,1
this this wheels can't work,oh has something happened to the wheel,CHI,MOT,TRUE,36,FALSE,0.5450000000000728,3.018999999999778,FALSE,TRUE,6,other error,7
need my torch to see what's wet,I think you would need your torch wouldn't you,CHI,MOT,FALSE,36,FALSE,1.0679999999999836,1.5670000000000073,TRUE,FALSE,8,no error,10
and he stopped,I would imagine the T N T lorry when it carry newspapers carries stacks and stacks of newspapers all bundled up in piles,CHI,MOT,FALSE,36,FALSE,-0.09300000000007458,1.6480000000001382,TRUE,FALSE,3,no error,23
didn't go in the castle,Purdie's not well at the moment is she,CHI,MOT,FALSE,36,FALSE,0.9119999999998072,3.4020000000000437,TRUE,FALSE,6,no error,9
Fireman_Sam went,oh that's the train not the fire engine,CHI,MOT,FALSE,36,FALSE,-0.6390000000001237,3.7270000000003165,TRUE,FALSE,3,no error,9
been runaway buss instead,I'll explain,CHI,MOT,FALSE,36,FALSE,0.3949999999999818,2.0779999999999745,TRUE,FALSE,4,no error,3
brought some chocolate pops,she brought some chocolate lollipops for you,CHI,MOT,FALSE,36,FALSE,0.17199999999996862,2.5430000000000064,TRUE,FALSE,4,no error,7
nee_na on the sirens,you pulled the chair up because you wanted to sit down to look at them,CHI,MOT,FALSE,36,FALSE,-0.4560000000000173,2.158999999999992,FALSE,TRUE,5,no error,15
I can do deliverys,come on,CHI,MOT,FALSE,36,FALSE,1.7509999999999764,2.495999999999981,FALSE,TRUE,4,no error,2
lots_of parcels an shapes,jelly mouse,CHI,MOT,FALSE,36,FALSE,-1.27699999999993,2.76299999999992,FALSE,TRUE,5,no error,2
an cones,pardon,CHI,MOT,FALSE,36,FALSE,0.6849999999999454,1.77599999999984,FALSE,TRUE,2,no error,1
pairs,bananas in pajamas are coming down in pairs,CHI,MOT,FALSE,36,FALSE,0.032000000000152795,1.0789999999999509,FALSE,TRUE,1,no error,8
in pajamas are coming down in pairs,do you know what it means when they say coming down in pairs,CHI,MOT,FALSE,36,FALSE,0.23500000000012733,4.620999999999867,FALSE,TRUE,7,no error,13
in your fat bellys,oh Thomas,CHI,MOT,FALSE,36,FALSE,0.047000000000025466,2.088999999999942,FALSE,TRUE,4,no error,2
are going down the stairs,bananas in pajamas,CHI,MOT,FALSE,36,FALSE,-1.012000000000171,3.912000000000262,FALSE,TRUE,5,no error,3
are da_da_da pairs,bananas in pajamas,CHI,MOT,FALSE,36,FALSE,-0.0500000000001819,3.2390000000000327,FALSE,TRUE,5,no error,3
are coming down in pairs,bananas,CHI,MOT,FALSE,36,FALSE,-0.29599999999982174,3.2739999999998872,FALSE,TRUE,5,no error,1
I call have some cough smints mints,you call them cough mints,CHI,MOT,TRUE,36,FALSE,0.39500000000043656,3.8549999999995634,FALSE,TRUE,7,other error,5
I roasted,pardon,CHI,MOT,FALSE,37,FALSE,0,3.1700000000000728,TRUE,FALSE,2,no error,1
I roasted,roasted,CHI,MOT,FALSE,37,FALSE,-0.023000000000138243,1.2889999999999873,TRUE,FALSE,2,no error,1
things are not fit in bowls,these things are not,CHI,MOT,TRUE,37,FALSE,1.1890000000000214,2.5780000000000314,TRUE,FALSE,6,other error,4
what happened,well they did some tests then,CHI,MOT,FALSE,37,FALSE,0.11099999999999,1.1720000000000255,TRUE,FALSE,2,no error,6
I got the crocodile xxx settee,and that one that,CHI,MOT,FALSE,37,FALSE,-0.010000000000047748,2.5780000000000314,TRUE,FALSE,6,no error,4
I have got these,xxx,CHI,MOT,TRUE,37,FALSE,-0.81899999999996,3.336999999999989,TRUE,FALSE,4,other error,1
then the train not watched out,did the train not watch out,CHI,MOT,TRUE,37,FALSE,0.04599999999982174,2.425999999999931,TRUE,FALSE,6,other error,6
then it's rolled down again,oh Thomas,CHI,MOT,FALSE,37,FALSE,-1.1849999999999454,2.0790000000001783,TRUE,FALSE,6,no error,2
brush brush brush your teeth each day,and be a friend to me,CHI,MOT,FALSE,37,FALSE,-0.023000000000024556,2.1000000000000227,FALSE,TRUE,7,no error,6
saw a cement mixer,we saw a cement mixer today didn't we,CHI,MOT,FALSE,37,FALSE,-0.011999999999943611,2.0779999999999745,TRUE,FALSE,4,no error,9
there's lots of dirty beer there,well you call all,CHI,MOT,FALSE,37,FALSE,-2.6350000000002183,2.774000000000342,FALSE,TRUE,7,no error,4
bought some lots_of money here,oh I know,CHI,MOT,FALSE,37,FALSE,-0.03500000000030923,1.7420000000001892,TRUE,FALSE,6,no error,3
es droven driven over the money,oh you're driving over the money,CHI,MOT,TRUE,37,FALSE,-0.023999999999887223,1.719000000000051,TRUE,FALSE,6,other error,7
an then went on train,pardon,CHI,MOT,FALSE,37,FALSE,0.15000000000009095,2.5779999999999745,TRUE,FALSE,5,no error,1
look I got some xxx,look there are some jugs here,CHI,MOT,FALSE,37,FALSE,-1.2309999999997672,1.2309999999997672,TRUE,FALSE,5,no error,6
then come two ones,two ones,CHI,MOT,TRUE,37,FALSE,0.16300000000001091,3.993999999999687,FALSE,TRUE,4,other error,2
he didn't,oh right,CHI,MOT,FALSE,37,FALSE,0.057999999999992724,0.7490000000000236,TRUE,FALSE,3,no error,2
snails,ugh,CHI,MOT,FALSE,37,FALSE,0.27799999999979264,0.9060000000001764,FALSE,TRUE,1,no error,1
a found something,I think we took some bubbles up to Grandma's,CHI,MOT,FALSE,37,FALSE,0.3949999999999818,2.588999999999942,TRUE,FALSE,3,no error,10
more like sweeties,more like sweeties,CHI,MOT,FALSE,37,FALSE,-0.08100000000013097,1.348000000000411,FALSE,TRUE,3,no error,3
grapes,grapes,CHI,MOT,FALSE,37,FALSE,0.568000000000211,0.543999999999869,FALSE,TRUE,1,no error,1
I do not want my tracks off on,that's alright love,CHI,MOT,TRUE,37,FALSE,0.11599999999999966,2.497,FALSE,TRUE,8,other error,4
what's her name called,what's her name,CHI,MOT,FALSE,37,FALSE,-1.5439999999999827,1.5439999999999827,TRUE,FALSE,5,no error,4
I got xxx on that one,shall we pretend,CHI,MOT,FALSE,37,FALSE,0,1.97199999999998,TRUE,FALSE,6,no error,3
cough sweets,you they're not cough sweets,CHI,MOT,FALSE,37,FALSE,-0.03600000000005821,1.1850000000001728,FALSE,TRUE,2,no error,6
gone,is it,CHI,MOT,FALSE,37,FALSE,-0.08100000000013097,1.393000000000029,TRUE,FALSE,1,no error,2
down came,down came the rain and washed the spider out,CHI,MOT,FALSE,37,FALSE,-2.0609999999996944,2.2169999999996435,TRUE,FALSE,2,no error,9
rain and washed the sweet watch,washed the what,CHI,MOT,FALSE,37,FALSE,1.7409999999999854,2.8099999999999454,TRUE,FALSE,6,no error,3
I got there an there an there an there an there an there an there,well I think I would have noticed if was there and there and there and there and there and there,CHI,MOT,FALSE,37,FALSE,0.06999999999999318,5.850999999999999,TRUE,FALSE,15,no error,20
